epoch_ms,watts
1789775152384,61.44
1789775152500,61.59
1789775152615,61.51
1789775152731,61.59
1789775152846,61.56
1789775152962,61.59
1789775153078,61.59
1789775153193,61.69
1789775153308,61.61
1789775153424,61.65
1789775153540,61.65
1789775153656,61.69
1789775153772,61.76
1789775153888,61.76
1789775154003,61.76
1789775154119,61.86
1789775154234,61.82
1789775154350,61.99
1789775154465,61.96
1789775154581,61.9
1789775154697,61.9
1789775154813,61.9
1789775154928,62.25
1789775155045,62.1
1789775155160,62.16
1789775155276,62.11
1789775155392,62.02
1789775155507,62.19
1789775155623,62.33
1789775155738,62.33
1789775155854,62.31
1789775155970,62.29
1789775156085,62.29
1789775156201,62.35
1789775156317,62.28
1789775156433,62.36
1789775156548,62.36
1789775156664,62.33
1789775156780,62.44
1789775156896,62.46
1789775157012,62.45
1789775157128,62.44
1789775157244,62.63
1789775157359,62.63
1789775157475,62.51
1789775157590,62.65
1789775157706,62.55
1789775157821,62.53
1789775157937,62.69
1789775158053,62.67
1789775158169,62.71
1789775158284,62.71
1789775158399,62.81
1789775158515,62.88
1789775158631,62.86
1789775158746,62.75
1789775158862,62.88
1789775158978,62.77
1789775159093,62.77
1789775159209,62.82
1789775159324,62.98
1789775159440,62.81
1789775159555,63.02
1789775159671,37.19
1789775159793,36.75
1789775159917,36.68
1789775160053,36.44
1789775160181,36.36
1789775160308,36.29
1789775160445,36.1
1789775160574,36.1
1789775160712,36.03
1789775160848,35.74
1789775160976,35.86
1789775161112,35.76
1789775161248,35.75
1789775161384,35.66
1789775161521,35.55
1789775161659,35.56
1789775161796,35.56
1789775161933,35.48
1789775162070,35.38
1789775162206,35.46
1789775162342,35.35
1789775162476,35.26
1789775162595,35.32
1789775162724,35.23
1789775162860,35.12
1789775162989,35.12
1789775163116,35.12
1789775163253,35.05
1789775163376,35.07
1789775163505,35.07
1789775163633,35.03
1789775163769,34.94
1789775163905,34.94
1789775164033,35.05
1789775164161,34.97
1789775164297,34.96
1789775164433,34.84
1789775164569,34.77
1789775164703,34.77
1789775164819,34.79
1789775164936,34.95
1789775165051,34.75
1789775165167,42.47
1789775165284,34.55
1789775165401,34.7
1789775165518,34.65
1789775165633,34.65
1789775165749,34.84
1789775165864,43.24
1789775165980,43.39
1789775166095,43.22
1789775166211,43.44
1789775166327,43.37
1789775166442,43.37
1789775166558,43.43
1789775166674,43.3
1789775166789,43.3
1789775166905,43.23
1789775167021,43.33
1789775167137,43.43
1789775167252,43.42
1789775167368,43.42
1789775167484,43.37
1789775167600,43.39
1789775167716,43.22
1789775167833,43.16
1789775167948,43.3
1789775168064,43.39
1789775168180,43.39
1789775168296,43.25
1789775168411,43.3
1789775168526,43.35
1789775168642,43.3
1789775168758,43.31
1789775168874,43.28
1789775168990,43.28
1789775169106,43.3
1789775169222,43.31
1789775169337,43.38
1789775169453,43.28
1789775169569,43.25
1789775169684,43.27
1789775169800,43.43
1789775169915,43.43
1789775170030,43.39
1789775170146,43.26
1789775170262,42.5
1789775170378,43.27
1789775170494,43.47
1789775170610,43.07
1789775170725,43.07
1789775170841,43.49
1789775170958,43.31
1789775171074,43.44
1789775171190,43.23
1789775171306,43.34
1789775171422,43.39
1789775171537,43.39
1789775171653,43.37
1789775171769,43.37
1789775171885,43.43
1789775172000,43.45
1789775172116,43.45
1789775172231,43.35
1789775172347,43.33
1789775172462,43.33
1789775172578,43.08
1789775172694,43.4
1789775172810,43.35
1789775172925,43.51
1789775173041,43.31
1789775173157,43.43
1789775173273,43.43
1789775173389,43.33
1789775173505,43.43
1789775173621,43.3
1789775173736,43.33
1789775173852,43.39
1789775173967,43.47
1789775174083,43.47
1789775174199,43.5
1789775174314,43.38
1789775174430,43.43
1789775174545,43.38
1789775174661,43.3
1789775174776,44.42
1789775174892,43.26
1789775175007,43.26
1789775175122,43.37
1789775175238,43.43
1789775175354,43.38
1789775175469,43.4
1789775175585,43.37
1789775175701,43.47
1789775175817,43.47
1789775175932,43.33
1789775176048,43.43
1789775176163,43.3
1789775176279,43.3
1789775176394,43.28
1789775176510,43.43
1789775176626,43.5
1789775176741,43.5
1789775176856,43.39
1789775176972,43.33
1789775177088,43.12
1789775177203,42.28
1789775177322,34.71
1789775177458,34.67
1789775177594,34.54
1789775177730,34.57
1789775177866,34.52
1789775177993,34.48
1789775178121,34.47
1789775178257,34.5
1789775178385,34.72
1789775178512,34.44
1789775178648,34.44
1789775178775,34.44
1789775178903,34.34
1789775179031,34.36
1789775179168,34.36
1789775179296,34.33
1789775179431,34.44
1789775179567,34.43
1789775179703,34.35
1789775179831,34.29
1789775179967,34.29
1789775180095,34.41
1789775180224,34.32
1789775180352,34.33
1789775180487,34.33
1789775180614,34.21
1789775180742,34.26
1789775180878,34.29
1789775181014,34.26
1789775181150,34.3
1789775181277,34.27
1789775181404,34.2
1789775181532,34.24
1789775181668,34.23
1789775181804,34.14
1789775181940,34.17
1789775182068,34.17
1789775182196,34.21
