sp_us,minion_w,sram_w,noc_w,board_w
53675921632,11.262,2.597,4.410,33.67
53676055232,11.264,2.612,4.419,33.65
53676188831,11.271,2.603,4.415,33.74
53676323632,11.283,2.637,4.449,33.83
53676457231,11.298,2.668,4.478,33.90
53676590431,11.310,2.693,4.506,33.79
53676724933,11.301,2.657,4.465,33.87
53676858431,11.306,2.681,4.497,33.94
53676992032,11.309,2.703,4.527,34.01
53677126622,11.321,2.726,4.555,34.00
53677260032,11.313,2.726,4.551,33.95
53677393631,11.315,2.699,4.534,34.01
53677528197,11.328,2.720,4.561,34.06
53677661631,11.336,2.738,4.581,34.11
53677795231,11.339,2.752,4.598,33.99
53677929820,11.337,2.712,4.548,34.05
53678063232,11.350,2.732,4.573,34.10
53678196831,11.358,2.748,4.591,34.14
53678331544,11.362,2.763,4.610,34.12
53678464831,11.360,2.753,4.593,34.06
53678598431,11.350,2.727,4.574,34.11
53678733093,11.357,2.744,4.594,34.15
53678866431,11.365,2.758,4.614,34.19
53678999632,11.366,2.767,4.622,34.06
53679134432,11.358,2.721,4.575,34.11
53679268032,11.360,2.738,4.595,34.16
53679401231,11.368,2.754,4.617,34.20
53679535790,11.369,2.768,4.632,34.16
53679669231,11.365,2.759,4.609,34.10
53679802431,11.360,2.732,4.592,34.15
53679937232,11.363,2.748,4.610,34.19
53680070832,11.376,2.763,4.624,34.22
53680204431,11.381,2.774,4.633,34.09
53680338892,11.375,2.728,4.583,34.14
53680472431,11.372,2.744,4.606,34.18
53680606031,11.374,2.759,4.622,34.22
53680740695,11.388,2.774,4.635,34.18
53680874031,11.378,2.761,4.609,34.13
53681007632,11.383,2.742,4.585,34.17
53681142431,11.388,2.757,4.599,34.21
53681276031,11.395,2.774,4.617,34.24
53681409631,11.399,2.783,4.629,34.06
53681544432,11.370,2.724,4.555,33.82
53681677631,11.342,2.641,4.450,33.60
53681810831,11.316,2.565,4.356,33.41
53681945358,11.291,2.504,4.277,33.25
53682078432,11.268,2.449,4.210,33.10
53682211631,11.247,2.396,4.149,32.97
53682344832,11.237,2.354,4.097,32.86
53682478031,11.215,2.316,4.057,32.75
53682611631,11.200,2.280,4.016,32.66
53682744831,11.193,2.252,3.975,32.59
53682878431,11.189,2.224,3.940,32.51
53683012032,11.174,2.201,3.911,32.45
53683145631,11.164,2.180,3.890,32.40
53683279231,11.150,2.162,3.870,32.35
53683412831,11.143,2.146,3.852,32.31
53683546431,11.131,2.131,3.836,32.27
53683680031,11.127,2.118,3.820,32.24
53683813631,11.126,2.108,3.807,32.21
53683947231,11.118,2.097,3.793,32.18
53684080831,11.113,2.089,3.786,32.15
53684214431,11.112,2.081,3.777,32.14
53684348031,11.107,2.076,3.771,32.12
53684482831,11.101,2.070,3.765,32.10
53684616031,11.096,2.066,3.758,32.09
53684749631,11.095,2.061,3.749,32.07
53684884031,11.095,2.058,3.744,32.06
53685017631,11.099,2.055,3.739,32.05
53685150831,11.094,2.052,3.734,32.04
53685285632,11.091,2.050,3.730,32.03
53685419231,11.090,2.048,3.726,32.02
53685552431,11.083,2.044,3.723,32.03
53685686831,11.084,2.043,3.719,32.02
53685820431,11.082,2.040,3.719,32.77
53685953631,11.095,2.105,3.863,33.52
53686088431,11.113,2.173,3.986,34.20
53686222031,11.128,2.230,4.095,34.78
53686355231,11.141,2.285,4.198,35.31
53686490031,11.152,2.331,4.278,35.75
53686623631,11.166,2.373,4.354,36.16
53686757231,11.177,2.411,4.422,36.51
53686892031,11.198,2.446,4.485,36.82
53687025632,11.209,2.475,4.534,37.09
53687159231,11.223,2.499,4.577,37.32
53687294031,11.237,2.521,4.616,37.53
53687427631,11.245,2.537,4.654,37.72
53687561232,11.252,2.553,4.681,37.87
53687696036,11.261,2.565,4.702,38.01
53687829631,11.281,2.579,4.730,38.14
53687963231,11.290,2.589,4.753,38.25
53688098032,11.295,2.599,4.770,38.34
53688232031,11.301,2.609,4.783,38.43
53688365631,11.312,2.618,4.798,38.51
53688500431,11.323,2.629,4.814,38.58
53688634031,11.331,2.636,4.828,38.64
53688767631,11.333,2.641,4.827,38.68
53688902431,11.335,2.646,4.836,38.73
53689036032,11.337,2.649,4.843,38.78
53689169631,11.344,2.653,4.855,38.82
53689304431,11.352,2.656,4.862,38.84
53689438031,11.355,2.659,4.866,38.87
53689571632,11.359,2.662,4.872,38.90
53689706431,11.367,2.666,4.874,38.93
53689840031,11.372,2.671,4.881,38.94
53689973631,11.372,2.671,4.878,38.96
53690108832,11.370,2.672,4.884,38.98
53690242431,11.373,2.673,4.885,39.00
53690376032,11.378,2.675,4.893,39.02
53690510831,11.388,2.677,4.897,39.02
53690644431,11.397,2.677,4.899,39.04
53690778031,11.389,2.678,4.903,39.05
53690912831,11.390,2.679,4.907,39.07
53691046432,11.396,2.678,4.911,39.08
53691180031,11.394,2.678,4.916,39.09
53691314831,11.398,2.677,4.915,39.10
53691448431,11.403,2.676,4.919,39.11
53691582031,11.401,2.677,4.919,39.12
53691716831,11.402,2.678,4.921,39.11
53691850431,11.403,2.682,4.922,39.12
53691984031,11.404,2.684,4.922,39.13
53692118832,11.411,2.683,4.922,39.14
53692252431,11.417,2.683,4.929,39.13
53692386031,11.423,2.682,4.929,39.14
53692520831,11.424,2.683,4.931,39.15
53692654431,11.421,2.684,4.933,39.16
53692787631,11.430,2.684,4.936,39.17
53692922431,11.429,2.685,4.937,39.15
53693056032,11.424,2.683,4.938,39.16
53693189631,11.427,2.687,4.939,39.17
53693324431,11.424,2.688,4.942,39.18
53693458031,11.424,2.687,4.943,39.17
53693591631,11.432,2.689,4.935,39.18
53693726431,11.438,2.689,4.932,39.18
53693860031,11.441,2.690,4.930,39.19
53693993631,11.446,2.690,4.932,39.20
53694128431,11.443,2.691,4.937,38.52
53694262031,11.422,2.634,4.816,37.75
53694395631,11.396,2.561,4.675,37.06
53694530431,11.383,2.500,4.562,36.47
53694664031,11.361,2.446,4.464,35.94
53694797231,11.346,2.399,4.376,35.49
53694932031,11.326,2.354,4.298,35.08
53695065632,11.320,2.319,4.232,34.73
53695198831,11.305,2.286,4.173,34.42
53695333631,11.284,2.258,4.118,34.14
53695467231,11.269,2.234,4.072,33.91
53695600831,11.257,2.212,4.032,33.69
53695735631,11.243,2.194,4.000,33.51
53695869231,11.241,2.177,3.962,33.34
53696002831,11.236,2.165,3.936,33.20
53696137631,11.234,2.151,3.911,33.07
53696271231,11.231,2.139,3.887,32.96
53696404831,11.223,2.129,3.868,32.86
53696539631,11.224,2.120,3.857,32.77
53696672831,11.212,2.110,3.836,32.69
53696806431,11.203,2.101,3.826,32.63
53696941231,11.201,2.096,3.814,32.57
53697074832,11.191,2.089,3.806,32.51
53697208031,11.193,2.084,3.796,32.47
53697342831,11.193,2.080,3.785,32.43
53697476431,11.194,2.074,3.781,32.39
53697610031,11.190,2.071,3.778,32.36
53697744831,11.184,2.069,3.776,32.33
53697878431,11.170,2.066,3.768,32.30
53698012031,11.160,2.064,3.764,32.28
53698146432,11.152,2.064,3.757,32.26
53698279631,11.149,2.062,3.754,32.24
53698413231,11.148,2.062,3.755,32.22
53698548031,11.145,2.060,3.750,32.21
53698681631,11.145,2.057,3.746,32.19
53698815231,11.138,2.056,3.744,32.18
53698950031,11.134,2.054,3.742,32.17
53699083632,11.130,2.052,3.738,32.16
53699216831,11.124,2.049,3.736,32.15
53699351631,11.121,2.048,3.730,32.22
53699484831,11.126,2.048,3.750,33.04
53699618432,11.139,2.127,3.873,33.76
53699753231,11.166,2.198,3.979,34.41
53699886431,11.189,2.264,4.085,34.96
53700020031,11.212,2.317,4.167,35.46
53700154831,11.233,2.362,4.242,35.89
53700288431,11.244,2.405,4.308,36.28
53700422032,11.256,2.444,4.361,36.61
53700556831,11.265,2.478,4.408,36.91
53700690431,11.279,2.506,4.456,37.16
53700823631,11.300,2.534,4.499,37.39
53700958431,11.303,2.554,4.531,37.59
53701092032,11.311,2.574,4.560,37.62
53701225631,11.324,2.576,4.561,37.08
53701360431,11.314,2.523,4.492,37.32
53701494031,11.322,2.544,4.529,37.53
53701627631,11.341,2.567,4.569,37.71
53701762431,11.347,2.584,4.596,37.87
53701896031,11.348,2.599,4.618,37.75
53702029631,11.346,2.588,4.604,37.91
53702164431,11.352,2.604,4.632,38.06
53702298031,11.359,2.617,4.651,38.18
53702431632,11.366,2.630,4.669,37.98
53702566431,11.361,2.610,4.644,38.12
53702700032,11.372,2.624,4.667,38.24
53702833631,11.370,2.639,4.683,38.35
53702968431,11.375,2.647,4.695,38.37
53703102032,11.378,2.651,4.691,38.23
53703235631,11.383,2.634,4.682,38.34
53703370431,11.394,2.646,4.693,38.43
53703504031,11.402,2.656,4.710,38.52
53703637631,11.414,2.664,4.722,38.30
53703772431,11.413,2.643,4.693,38.40
53703906031,11.421,2.654,4.706,38.49
53704039631,11.418,2.665,4.714,38.57
53704174431,11.424,2.673,4.728,38.50
53704308031,11.427,2.672,4.714,38.43
53704441631,11.429,2.659,4.709,38.51
53704576431,11.433,2.669,4.719,38.59
53704709632,11.437,2.677,4.729,38.66
53704842831,11.446,2.684,4.739,38.40
53704977631,11.446,2.657,4.696,38.49
53705110832,11.459,2.666,4.712,38.57
53705244431,11.456,2.677,4.726,38.65
53705379231,11.456,2.685,4.739,38.50
53705512831,11.453,2.675,4.714,38.48
53705646431,11.460,2.668,4.720,38.56
53705781231,11.464,2.677,4.731,38.63
53705914832,11.460,2.683,4.743,38.70
53706048431,11.459,2.689,4.752,38.46
53706182919,11.465,2.667,4.723,38.55
53706316031,11.473,2.673,4.732,38.63
53706449632,11.474,2.682,4.742,38.70
53706584432,11.479,2.687,4.752,38.47
53706718031,11.471,2.669,4.712,38.52
53706851631,11.475,2.670,4.726,38.60
53706986432,11.480,2.679,4.740,38.68
53707120032,11.488,2.687,4.750,38.74
53707253631,11.496,2.694,4.760,38.50
53707388432,11.488,2.669,4.721,38.59
53707522031,11.491,2.678,4.736,38.66
53707655631,11.491,2.684,4.749,38.73
53707790432,11.498,2.690,4.757,38.45
53707923631,11.495,2.668,4.711,37.68
53708057231,11.471,2.593,4.591,37.03
53708192031,11.454,2.526,4.487,36.44
53708325231,11.428,2.470,4.401,35.94
53708458831,11.403,2.418,4.317,35.48
53708593342,11.385,2.375,4.247,35.09
53708726831,11.373,2.336,4.184,34.75
53708860431,11.356,2.305,4.132,34.44
53708995231,11.345,2.276,4.086,34.18
53709128431,11.328,2.250,4.047,33.94
53709262031,11.321,2.227,4.014,33.74
53709396832,11.308,2.204,3.980,33.56
53709530031,11.305,2.186,3.956,33.40
53709663631,11.294,2.171,3.930,33.26
53709798431,11.283,2.159,3.912,33.13
53709932031,11.280,2.146,3.891,33.02
53710065231,11.275,2.136,3.875,32.93
53710200032,11.262,2.128,3.859,32.84
53710333631,11.251,2.120,3.848,32.77
53710467255,11.241,2.117,3.833,32.70
53710602032,11.244,2.110,3.822,32.64
53710735631,11.242,2.103,3.815,32.59
53710869231,11.251,2.097,3.806,32.55
53711003668,11.244,2.095,3.799,32.51
53711136831,11.241,2.089,3.794,32.47
53711270431,11.238,2.086,3.793,32.44
53711405232,11.228,2.085,3.789,32.41
53711538431,11.226,2.081,3.785,32.39
53711671631,11.225,2.080,3.780,32.37
53711806432,11.224,2.077,3.776,32.35
53711940031,11.221,2.073,3.770,32.34
53712073231,11.219,2.072,3.768,32.33
53712207632,11.223,2.072,3.765,32.64
53712341231,11.499,2.077,3.768,32.95
53712474431,11.769,2.083,3.766,33.23
53712608832,11.973,2.092,3.769,33.47
53712742031,12.191,2.098,3.765,33.69
53712875231,12.369,2.105,3.767,33.88
53713010032,12.527,2.109,3.771,34.05
53713143631,12.679,2.114,3.768,34.20
53713277231,12.806,2.115,3.770,34.33
53713412032,12.891,2.118,3.769,34.44
53713545631,12.996,2.119,3.773,34.54
53713679232,13.087,2.124,3.773,34.63
53713814032,13.138,2.124,3.776,34.70
53713947631,13.213,2.124,3.777,34.77
53714081231,13.257,2.127,3.778,34.83
53714216032,13.307,2.129,3.781,34.88
53714349631,13.360,2.132,3.783,34.93
53714482831,13.409,2.133,3.783,34.96
53714617631,13.449,2.135,3.782,35.00
53714751231,13.483,2.139,3.781,35.03
53714884831,13.509,2.141,3.782,35.06
53715019632,13.530,2.141,3.784,35.09
53715153231,13.557,2.142,3.783,35.12
53715286831,13.584,2.142,3.785,35.13
53715421632,13.604,2.145,3.785,35.16
53715555231,13.625,2.144,3.785,35.17
53715688831,13.639,2.146,3.785,35.19
53715823632,13.631,2.145,3.786,35.20
53715957232,13.642,2.145,3.783,35.21
53716090831,13.649,2.147,3.784,35.23
53716225632,13.655,2.149,3.784,35.23
53716359231,13.668,2.149,3.786,35.24
53716492831,13.676,2.149,3.790,35.24
53716627318,13.690,2.149,3.792,35.25
53716760832,13.704,2.151,3.792,35.25
53716894431,13.712,2.150,3.791,35.26
53717028961,13.693,2.149,3.789,35.27
53717162431,13.710,2.150,3.792,35.28
53717296031,13.720,2.151,3.793,35.28
53717430558,13.724,2.151,3.792,35.29
53717564031,13.725,2.151,3.794,35.29
53717697231,13.727,2.150,3.797,35.29
53717831715,13.737,2.152,3.794,35.29
53717965232,13.738,2.152,3.798,35.30
53718098831,13.738,2.154,3.802,35.30
53718233454,13.744,2.155,3.798,35.31
53718366831,13.748,2.154,3.799,35.09
53718500431,13.565,2.150,3.797,34.76
53718635231,13.264,2.142,3.796,34.46
53718768831,13.032,2.133,3.789,34.19
53718902431,12.823,2.128,3.791,33.97
53719036877,12.619,2.122,3.789,33.77
53719170031,12.464,2.118,3.789,33.59
53719303631,12.320,2.115,3.790,33.43
53719438118,12.194,2.111,3.787,33.30
53719571232,12.079,2.107,3.789,33.17
53719704431,11.981,2.103,3.790,33.07
53719839295,11.891,2.100,3.787,32.97
53719972431,11.804,2.095,3.781,32.89
53720106031,11.738,2.090,3.775,32.81
53720240502,11.672,2.086,3.771,32.75
53720373631,11.618,2.083,3.767,32.69
53720506831,11.568,2.083,3.764,32.64
53720640031,11.527,2.081,3.763,32.59
53720773231,11.489,2.081,3.762,32.55
53720906431,11.453,2.080,3.763,32.52
53721040031,11.422,2.078,3.763,32.49
53721173231,11.396,2.074,3.763,32.46
53721306831,11.377,2.073,3.767,32.43
53721440031,11.362,2.073,3.764,32.41
53721573632,11.352,2.074,3.763,32.39
53721707232,11.333,2.073,3.760,32.37
53721840431,11.318,2.071,3.758,32.35
53721975231,11.301,2.071,3.755,32.34
53722108831,11.285,2.071,3.751,32.32
53722242431,11.276,2.070,3.750,32.31
53722377231,11.274,2.067,3.748,32.30
53722510431,11.266,2.066,3.746,32.29
53722643631,11.259,2.063,3.746,32.29
53722778431,11.252,2.061,3.744,32.28
53722911631,11.247,2.062,3.746,32.27
53723045231,11.248,2.060,3.749,32.26
53723180031,11.242,2.059,3.746,32.25
53723313631,11.236,2.059,3.745,32.25
53723446831,11.235,2.060,3.746,32.24
53723581631,11.222,2.061,3.744,32.24
53723715231,11.220,2.060,3.743,32.50
53723848831,11.300,2.202,3.743,32.75
53723983631,11.378,2.346,3.745,32.96
53724117231,11.451,2.483,3.747,33.15
53724250831,11.519,2.595,3.750,33.32
53724385631,11.576,2.692,3.752,33.46
53724519231,11.626,2.782,3.748,33.59
53724652831,11.674,2.856,3.749,33.71
53724787631,11.706,2.920,3.751,33.80
53724921231,11.743,2.974,3.756,33.89
53725054831,11.771,3.030,3.753,33.97
53725189631,11.790,3.074,3.757,34.04
53725323231,11.817,3.116,3.759,34.10
53725456831,11.840,3.147,3.761,34.16
53725591631,11.866,3.179,3.760,34.21
53725725231,11.879,3.206,3.757,34.25
53725858831,11.897,3.232,3.757,34.28
53725994032,11.913,3.250,3.760,34.32
53726127631,11.924,3.269,3.760,34.35
53726260831,11.938,3.286,3.764,34.37
53726395631,11.946,3.299,3.766,34.39
53726528832,11.949,3.309,3.763,34.41
53726662431,11.958,3.321,3.765,34.43
53726797231,11.973,3.333,3.768,34.45
53726930831,11.977,3.342,3.766,34.46
53727064831,11.984,3.348,3.765,34.48
53727199631,11.987,3.355,3.770,34.49
53727333231,11.986,3.359,3.769,34.50
53727466831,11.985,3.365,3.772,34.51
53727601631,11.987,3.372,3.773,34.52
53727735231,11.982,3.378,3.776,34.52
53727868831,11.987,3.381,3.773,34.53
53728003632,11.987,3.383,3.776,34.54
53728137231,11.993,3.384,3.779,34.55
53728270431,11.988,3.391,3.782,34.55
53728405232,11.995,3.393,3.779,34.55
53728538431,11.990,3.391,3.777,34.56
53728672031,12.002,3.392,3.781,34.56
53728806832,12.004,3.395,3.778,34.57
53728940031,12.004,3.395,3.775,34.57
53729073631,11.998,3.396,3.777,34.57
53729208432,12.000,3.396,3.778,34.58
53729342031,12.001,3.399,3.780,34.58
53729475631,12.004,3.399,3.782,34.58
53729610431,11.999,3.399,3.782,34.58
53729744031,12.007,3.401,3.778,34.59
53729877631,12.007,3.403,3.781,34.59
53730012432,12.008,3.404,3.779,34.56
53730146031,11.994,3.402,3.777,34.29
53730279231,11.909,3.243,3.778,34.05
53730413631,11.823,3.093,3.778,33.84
53730546831,11.751,2.969,3.774,33.64
53730680431,11.691,2.858,3.778,33.48
53730815232,11.639,2.755,3.781,33.33
53730948431,11.581,2.671,3.779,33.20
53731082031,11.535,2.600,3.778,33.09
53731216831,11.495,2.535,3.779,32.99
53731350431,11.464,2.473,3.775,32.90
53731483631,11.435,2.424,3.773,32.82
53731618431,11.410,2.382,3.772,32.75
53731752031,11.384,2.342,3.773,32.69
53731885231,11.362,2.311,3.773,32.63
53732020032,11.343,2.282,3.773,32.58
53732153631,11.334,2.255,3.771,32.54
53732287231,11.315,2.232,3.765,32.51
53732421631,11.304,2.211,3.761,32.47
53732554831,11.304,2.193,3.764,32.44
53732688431,11.298,2.177,3.763,32.41
53732823231,11.288,2.163,3.761,32.39
53732956431,11.279,2.151,3.762,32.37
53733089631,11.267,2.140,3.763,32.35
53733224431,11.262,2.130,3.758,32.33
53733357631,11.251,2.123,3.761,32.32
53733491231,11.253,2.118,3.756,32.31
53733626031,11.239,2.112,3.754,32.29
53733759231,11.231,2.108,3.755,32.28
53733892431,11.221,2.102,3.755,32.27
53734027232,11.218,2.097,3.754,32.26
53734160831,11.212,2.094,3.749,32.25
53734294431,11.204,2.088,3.748,32.25
53734429231,11.194,2.086,3.753,32.24
53734562431,11.190,2.082,3.751,32.23
53734696031,11.194,2.080,3.748,32.22
53734830831,11.197,2.078,3.748,32.22
53734964431,11.193,2.074,3.750,32.22
53735098031,11.187,2.074,3.751,32.21
53735232831,11.184,2.073,3.752,32.21
53735366431,11.178,2.073,3.751,32.32
53735500031,11.206,2.125,3.779,32.53
53735634831,11.254,2.251,3.821,32.72
53735768432,11.285,2.353,3.860,32.88
53735902031,11.315,2.441,3.894,33.03
53736036832,11.342,2.526,3.927,33.16
53736170431,11.368,2.594,3.953,33.27
53736304031,11.392,2.655,3.976,33.37
53736438831,11.418,2.709,4.000,33.45
53736572432,11.432,2.755,4.014,33.53
53736706031,11.456,2.795,4.032,33.60
53736840831,11.465,2.831,4.044,33.66
53736974431,11.469,2.860,4.050,33.71
53737108031,11.479,2.888,4.063,33.76
53737242831,11.494,2.913,4.075,33.80
53737376431,11.504,2.937,4.087,33.83
53737510031,11.517,2.953,4.097,33.86
53737644831,11.513,2.971,4.106,33.89
53737778431,11.518,2.987,4.110,33.92
53737912031,11.520,3.000,4.114,33.94
53738046832,11.519,3.013,4.117,33.96
53738180431,11.520,3.023,4.122,33.98
53738314032,11.520,3.033,4.124,33.99
53738448831,11.524,3.043,4.126,34.01
53738582431,11.526,3.050,4.133,34.02
53738716031,11.532,3.052,4.135,34.03
53738850831,11.538,3.058,4.137,34.04
53738984431,11.533,3.063,4.140,34.05
53739118031,11.532,3.069,4.140,34.06
53739252831,11.534,3.074,4.139,34.07
53739386431,11.542,3.073,4.141,34.07
53739520031,11.543,3.075,4.140,34.08
53739654831,11.544,3.078,4.140,34.09
53739788431,11.541,3.080,4.141,34.09
53739922031,11.547,3.080,4.143,34.09
53740056832,11.550,3.082,4.143,34.10
53740190431,11.555,3.087,4.144,34.10
53740324032,11.545,3.089,4.145,34.11
53740458831,11.537,3.090,4.145,34.11
53740592432,11.539,3.089,4.143,34.11
53740726031,11.539,3.091,4.145,34.11
53740860831,11.544,3.092,4.145,34.12
53740994431,11.551,3.093,4.144,34.12
53741128031,11.559,3.091,4.145,34.12
53741263231,11.561,3.093,4.143,34.12
53741396431,11.557,3.094,4.146,34.12
53741530031,11.564,3.094,4.147,34.13
53741664831,11.566,3.096,4.148,34.13
53741798432,11.569,3.094,4.145,34.13
53741932031,11.566,3.094,4.147,34.13
53742066832,11.564,3.093,4.149,34.14
53742200431,11.570,3.094,4.147,34.06
53742333631,11.550,3.063,4.126,33.85
53742468431,11.514,2.941,4.081,33.65
53742602031,11.485,2.836,4.040,33.48
53742735231,11.457,2.735,4.007,33.33
53742869631,11.432,2.653,3.974,33.20
53743002831,11.411,2.584,3.950,33.08
53743136031,11.395,2.521,3.929,32.97
53743270831,11.377,2.461,3.907,32.88
53743404031,11.362,2.414,3.886,32.80
53743537231,11.337,2.372,3.868,32.73
53743672031,11.316,2.333,3.854,32.67
53743805231,11.304,2.302,3.844,32.61
53743938431,11.292,2.273,3.832,32.56
53744072942,11.277,2.248,3.823,32.52
53744206431,11.266,2.224,3.813,32.48
53744340031,11.249,2.202,3.805,32.45
53744474831,11.242,2.185,3.799,32.41
53744608031,11.231,2.168,3.794,32.39
53744741631,11.231,2.157,3.786,32.36
53744876128,11.225,2.146,3.777,32.34
53745009231,11.223,2.135,3.771,32.32
53745142831,11.220,2.126,3.766,32.31
53745277300,11.225,2.117,3.767,32.29
53745410832,11.222,2.111,3.766,32.28
53745544031,11.215,2.106,3.766,32.27
53745678511,11.205,2.101,3.766,32.26
53745812031,11.208,2.099,3.766,32.24
53745945631,11.200,2.094,3.766,32.24
53746080258,11.196,2.088,3.762,32.23
53746213631,11.197,2.085,3.760,32.22
53746347231,11.197,2.081,3.759,32.21
53746481825,11.196,2.079,3.755,32.21
53746614831,11.196,2.076,3.749,32.20
53746748031,11.197,2.074,3.747,32.19
53746882895,11.186,2.072,3.746,32.19
53747016431,11.188,2.072,3.741,32.18
53747150031,11.188,2.070,3.743,32.18
53747284432,11.191,2.068,3.741,32.18
53747418031,11.192,2.067,3.739,32.17
53747551631,11.192,2.067,3.740,32.37
53747686432,11.216,2.127,3.835,32.64
53747820031,11.248,2.218,3.952,32.82
53747953631,11.273,2.285,4.025,32.99
53748088432,11.301,2.338,4.105,33.19
53748222031,11.313,2.403,4.185,33.37
53748355631,11.329,2.462,4.258,33.50
53748490432,11.343,2.507,4.310,33.50
53748624031,11.345,2.502,4.306,33.64
53748757631,11.365,2.550,4.366,33.76
53748892432,11.376,2.595,4.415,33.86
53749026031,11.399,2.631,4.454,33.82
53749159631,11.399,2.621,4.434,33.89
53749294432,11.406,2.635,4.466,33.98
53749428031,11.427,2.665,4.504,34.06
53749561632,11.442,2.691,4.536,34.11
53749696432,11.442,2.707,4.554,34.04
53749830031,11.432,2.678,4.523,34.11
53749963631,11.444,2.704,4.554,34.18
53750098432,11.459,2.727,4.581,34.23
53750232031,11.461,2.747,4.602,34.14
53750365631,11.450,2.718,4.556,34.18
53750500432,11.453,2.726,4.585,34.24
53750634031,11.464,2.750,4.612,34.29
53750767631,11.478,2.768,4.633,34.29
53750902432,11.481,2.771,4.636,34.21
53751036031,11.479,2.738,4.600,34.27
53751169631,11.479,2.759,4.618,34.32
53751304081,11.482,2.777,4.639,34.36
53751437631,11.495,2.789,4.659,34.24
53751570831,11.488,2.748,4.608,34.28
53751705632,11.488,2.760,4.630,34.33
53751839231,11.496,2.776,4.649,34.37
53751972431,11.496,2.791,4.663,34.36
53752107062,11.497,2.791,4.664,34.28
53752240431,11.491,2.758,4.636,34.33
53752374031,11.494,2.776,4.654,34.37
53752508832,11.499,2.792,4.675,34.40
53752642431,11.505,2.803,4.687,34.28
53752775631,11.492,2.758,4.633,34.32
53752910247,11.503,2.771,4.650,34.37
53753043631,11.506,2.788,4.667,34.41
53753177231,11.516,2.803,4.680,34.39
53753311768,11.517,2.797,4.665,34.31
53753445231,11.512,2.764,4.633,34.36
53753578431,11.517,2.782,4.648,34.40
53753712920,11.515,2.797,4.662,34.43
53753846431,11.513,2.808,4.675,34.30
53753980031,11.493,2.764,4.628,34.35
53754114752,11.493,2.776,4.647,34.39
53754248031,11.491,2.791,4.668,34.43
53754381631,11.493,2.807,4.683,34.40
53754516118,11.490,2.797,4.666,34.16
53754649631,11.465,2.715,4.558,33.92
53754782831,11.439,2.638,4.461,33.72
53754917335,11.414,2.571,4.374,33.54
53755050831,11.391,2.507,4.290,33.38
53755184431,11.368,2.456,4.222,33.24
53755319232,11.353,2.410,4.165,33.12
53755452831,11.329,2.368,4.113,33.01
53755586031,11.316,2.332,4.070,32.91
53755720432,11.300,2.298,4.028,32.82
53755854031,11.288,2.269,3.993,32.75
53755987231,11.274,2.244,3.962,32.68
53756121819,11.263,2.222,3.934,32.62
53756254831,11.257,2.205,3.909,32.57
53756388431,11.255,2.185,3.887,32.53
53756522911,11.245,2.170,3.868,32.49
53756656031,11.243,2.157,3.857,32.45
53756789631,11.243,2.145,3.840,32.42
53756924432,11.242,2.135,3.827,32.39
53757058031,11.232,2.124,3.815,32.36
53757191631,11.226,2.116,3.806,32.34
53757326044,11.220,2.109,3.801,32.32
53757459631,11.218,2.102,3.794,32.31
53757593231,11.209,2.097,3.787,32.29
53757728032,11.208,2.093,3.780,32.28
53757861231,11.207,2.087,3.774,32.26
53757994831,11.202,2.082,3.770,32.25
53758129232,11.200,2.079,3.766,32.24
53758262831,11.200,2.078,3.761,32.23
53758396031,11.199,2.077,3.761,32.22
53758530579,11.200,2.072,3.756,32.21
53758663631,11.199,2.070,3.753,32.22
53758796831,11.188,2.070,3.755,32.52
53758930031,11.188,2.092,3.819,33.32
53759063631,11.208,2.165,3.952,34.05
53759196831,11.234,2.230,4.067,34.67
53759330031,11.244,2.287,4.175,35.22
53759463231,11.255,2.340,4.275,35.70
53759596431,11.276,2.384,4.355,36.14
53759730031,11.294,2.421,4.426,36.51
53759863631,11.298,2.455,4.489,36.83
53759997231,11.312,2.484,4.552,37.12
53760130831,11.333,2.511,4.598,37.38
53760265631,11.353,2.533,4.638,37.62
53760399231,11.365,2.558,4.681,37.81
53760532831,11.366,2.575,4.712,37.96
53760667631,11.378,2.589,4.740,38.12
53760800831,11.386,2.604,4.764,38.25
53760934431,11.395,2.616,4.790,38.38
53761069231,11.404,2.627,4.810,38.48
53761202831,11.411,2.638,4.826,38.57
53761336431,11.415,2.644,4.837,38.65
53761471231,11.423,2.652,4.849,38.73
53761605231,11.434,2.659,4.864,38.80
53761738831,11.440,2.664,4.876,38.84
53761873631,11.446,2.670,4.879,38.89
53762007231,11.457,2.673,4.888,38.94
53762140831,11.463,2.676,4.895,38.98
53762275631,11.474,2.680,4.904,39.02
53762409232,11.479,2.684,4.913,39.04
53762542831,11.481,2.688,4.914,39.07
53762677631,11.479,2.692,4.918,39.10
53762811231,11.485,2.696,4.923,39.13
53762944831,11.484,2.699,4.929,39.14
53763079631,11.485,2.699,4.934,39.16
53763213231,11.489,2.701,4.933,39.18
53763346831,11.485,2.702,4.937,39.19
53763481631,11.490,2.704,4.944,39.19
53763615231,11.492,2.704,4.947,39.20
53763748831,11.494,2.704,4.946,39.22
53763883631,11.496,2.706,4.946,39.24
53764017231,11.495,2.705,4.951,39.25
53764150831,11.498,2.707,4.951,39.25
53764285631,11.498,2.706,4.955,39.26
53764419232,11.499,2.707,4.958,39.28
53764552831,11.508,2.708,4.962,39.29
53764687631,11.504,2.709,4.967,39.28
53764820831,11.515,2.710,4.960,39.29
